{'reviewerID': 'UqNSytSc3hiYfKVCGwvLCg', 'poss_spam': 0.0001, 'spam': 0.178, 'spam_score_total': 0.4007, 'not_spam': 0.0001, 'spam_score_ts': 0.4746}
{'reviewerID': 'RV1wQ7HxI60DkMJPPLa5hg', 'poss_spam': 0.0001, 'spam': 0.1159, 'spam_score_total': 0.3095, 'not_spam': 0.0001, 'spam_score_ts': 0.3091}
{'reviewerID': 'TiGhjg0NNQcpV1lOYuIsXA', 'poss_spam': 0.0001, 'spam': 0.047, 'spam_score_total': 0.1252, 'not_spam': 0.0001, 'spam_score_ts': 0.1252}
{'reviewerID': 'NwzaQ_xzOoqw7EFNLz35tw', 'poss_spam': 0.0284, 'spam': 0.0634, 'spam_score_total': 0.1786, 'not_spam': 0.0001, 'spam_score_ts': 0.1786}
{'reviewerID': 'BQ73YHpyADiz-Wf1OQ0EPg', 'poss_spam': 0.1296, 'spam': 0.041, 'spam_score_total': 0.0508, 'not_spam': 0.0001, 'spam_score_ts': 0.1525}
{'reviewerID': 'FsK9tLRG77y49bNmPYssWg', 'poss_spam': 0.1296, 'spam': 0.041, 'spam_score_total': 0.1525, 'not_spam': 0.0001, 'spam_score_ts': 0.1525}
{'reviewerID': 'dYUsY1q6VISy46Q1hxQeBA', 'poss_spam': 0.0001, 'spam': 0.1304, 'spam_score_total': 0.1885, 'not_spam': 0.0001, 'spam_score_ts': 0.3476}
{'reviewerID': '-YldR077YHNelbmw9ZHbnA', 'poss_spam': 0.0001, 'spam': 0.1318, 'spam_score_total': 0.3934, 'not_spam': 0.0001, 'spam_score_ts': 0.3516}
{'reviewerID': 'oy-pJ_bKzAHoJDMcYxOXJg', 'poss_spam': 0.0001, 'spam': 0.0394, 'spam_score_total': 0.1051, 'not_spam': 0.0001, 'spam_score_ts': 0.1051}
{'reviewerID': 'XeFa-rKwzcD-Y2tLSxefKw', 'poss_spam': 0.0044, 'spam': 0.0685, 'spam_score_total': 0.1829, 'not_spam': 0.0001, 'spam_score_ts': 0.1842}
{'reviewerID': 'Z6X8gcVu4ANyXFRdefTaxw', 'poss_spam': 0.0001, 'spam': 0.0218, 'spam_score_total': 0.0581, 'not_spam': 0.0001, 'spam_score_ts': 0.0581}
{'reviewerID': 'i0FpqZC8_uQeYzpI7kMpuA', 'poss_spam': 0.0004, 'spam': 0.0686, 'spam_score_total': 0.183, 'not_spam': 0.0001, 'spam_score_ts': 0.1831}
{'reviewerID': 'mt2iRTdj1Ej48S98Q5aLGw', 'poss_spam': 0.0001, 'spam': 0.0218, 'spam_score_total': 0.0581, 'not_spam': 0.0001, 'spam_score_ts': 0.0581}
{'reviewerID': 'Ardg5LcOx_ryZYvXIXvr9g', 'poss_spam': 0.0001, 'spam': 0.0653, 'spam_score_total': 0.0581, 'not_spam': 0.0001, 'spam_score_ts': 0.1742}
{'reviewerID': '4As_fxtLA7eokT45qTuQCA', 'poss_spam': 0.0284, 'spam': 0.0634, 'spam_score_total': 0.1786, 'not_spam': 0.0001, 'spam_score_ts': 0.1786}
{'reviewerID': 'zR2iAdGWaqN2dq4O-jBZBA', 'poss_spam': 0.3505, 'spam': 0.0617, 'spam_score_total': 0.2815, 'not_spam': 0.0001, 'spam_score_ts': 0.2815}
{'reviewerID': '4yUd-vuVC6Tcp7wsS6uTyA', 'poss_spam': 0.0001, 'spam': 0.0482, 'spam_score_total': 0.0429, 'not_spam': 0.0001, 'spam_score_ts': 0.1286}
{'reviewerID': '6IJvrFm0X3OTy6HoDWaLpg', 'poss_spam': 0.0001, 'spam': 0.0574, 'spam_score_total': 0.1521, 'not_spam': 0.0001, 'spam_score_ts': 0.1532}
{'reviewerID': 'iTs-p1P-mmBrrmc_Rpfg4w', 'poss_spam': 0.0001, 'spam': 0.057, 'spam_score_total': 0.1521, 'not_spam': 0.0001, 'spam_score_ts': 0.1521}
{'reviewerID': 'I11zT6U1lAI2qd8b5O2pvw', 'poss_spam': 0.0001, 'spam': 0.1156, 'spam_score_total': 0.3083, 'not_spam': 0.0001, 'spam_score_ts': 0.3083}
{'reviewerID': 'jiPzk6m4yf451hkhUYQI_A', 'poss_spam': 0.2454, 'spam': 0.085, 'spam_score_total': 0.3086, 'not_spam': 0.0001, 'spam_score_ts': 0.3086}
{'reviewerID': 'y5kLtH852BrYLJ-GjRXJUQ', 'poss_spam': 0.1336, 'spam': 0.1098, 'spam_score_total': 0.2057, 'not_spam': 0.0001, 'spam_score_ts': 0.3374}
{'reviewerID': '6xuAQvHx04Hn2ZADlcA6QA', 'poss_spam': 0.0001, 'spam': 0.0346, 'spam_score_total': 0.0923, 'not_spam': 0.0001, 'spam_score_ts': 0.0923}
{'reviewerID': 'TOsbbmqOw50Mx7XN330pyA', 'poss_spam': 0.0284, 'spam': 0.0634, 'spam_score_total': 0.1786, 'not_spam': 0.0001, 'spam_score_ts': 0.1786}
{'reviewerID': 'w0yV8aE6ROzWixLOpu1njg', 'poss_spam': 0.4173, 'spam': 0.0001, 'spam_score_total': 0.0464, 'not_spam': 0.0001, 'spam_score_ts': 0.1391}
{'reviewerID': 'wWsZGDdwfH0CpesTKO8HEQ', 'poss_spam': 0.2254, 'spam': 0.0197, 'spam_score_total': 0.1278, 'not_spam': 0.0001, 'spam_score_ts': 0.1278}
{'reviewerID': '6OV_PFTl9RW2FmYQoOsuRQ', 'poss_spam': 0.1296, 'spam': 0.041, 'spam_score_total': 0.1525, 'not_spam': 0.0001, 'spam_score_ts': 0.1525}
{'reviewerID': 'e3q7d72QpYDGEisoI-wFxQ', 'poss_spam': 0.3212, 'spam': 0.0007, 'spam_score_total': 0.109, 'not_spam': 0.0001, 'spam_score_ts': 0.109}
{'reviewerID': 'Q6OXZm6n0RcpDtvqXVu3jg', 'poss_spam': 0.1353, 'spam': 0.1095, 'spam_score_total': 0.214, 'not_spam': 0.0001, 'spam_score_ts': 0.337}
{'reviewerID': '9ddGfomfJON2_N7wa1KbJA', 'poss_spam': 0.0001, 'spam': 0.0787, 'spam_score_total': 0.2256, 'not_spam': 0.0001, 'spam_score_ts': 0.2099}
{'reviewerID': 'fPROLvVR20DTvqpy7IdTIQ', 'poss_spam': 0.0001, 'spam': 0.2439, 'spam_score_total': 0.6506, 'not_spam': 0.0001, 'spam_score_ts': 0.6505}
{'reviewerID': 'Uu3HbS4pg129T9EGGOQ4HQ', 'poss_spam': 0.4196, 'spam': 0.0001, 'spam_score_total': 0.1399, 'not_spam': 0.0001, 'spam_score_ts': 0.1399}
{'reviewerID': '1vXJWH7L0IMEz5-8aU3SOA', 'poss_spam': 0.0614, 'spam': 0.0561, 'spam_score_total': 0.1542, 'not_spam': 0.0001, 'spam_score_ts': 0.1701}
{'reviewerID': 'tuyHbiK0_3Cba2pZhVxLrA', 'poss_spam': 0.0001, 'spam': 0.0447, 'spam_score_total': 0.1192, 'not_spam': 0.0001, 'spam_score_ts': 0.1192}
{'reviewerID': 'InWfchzutCtJRbUBpYKtSQ', 'poss_spam': 0.1628, 'spam': 0.1034, 'spam_score_total': 0.329, 'not_spam': 0.0001, 'spam_score_ts': 0.3299}
{'reviewerID': 'Cs0melsVtGLI1l2he3BwdQ', 'poss_spam': 0.0001, 'spam': 0.1177, 'spam_score_total': 0.325, 'not_spam': 0.0001, 'spam_score_ts': 0.3139}
{'reviewerID': 'rTo1ltY1Ct63KEv-SjR2vg', 'poss_spam': 0.2801, 'spam': 0.0077, 'spam_score_total': 0.117, 'not_spam': 0.0001, 'spam_score_ts': 0.1139}
{'reviewerID': 'JSMRcExYqCZshDJIjCBk6Q', 'poss_spam': 0.1296, 'spam': 0.041, 'spam_score_total': 0.1525, 'not_spam': 0.0001, 'spam_score_ts': 0.1525}
{'reviewerID': 'zcArntByEp1xGmJ60c0OKA', 'poss_spam': 0.0001, 'spam': 0.1578, 'spam_score_total': 0.4252, 'not_spam': 0.0001, 'spam_score_ts': 0.4209}
{'reviewerID': '_A9z1F2VTjTX5dMz9eAp5A', 'poss_spam': 0.0007, 'spam': 0.0685, 'spam_score_total': 0.183, 'not_spam': 0.0001, 'spam_score_ts': 0.1829}
{'reviewerID': '8POtBG4Asg3HGX4S9tQlIA', 'poss_spam': 0.0001, 'spam': 0.057, 'spam_score_total': 0.1521, 'not_spam': 0.0001, 'spam_score_ts': 0.1521}
{'reviewerID': 'Oz0DkbtYMUjsqHE4nk6rYg', 'poss_spam': 0.3958, 'spam': 0.0001, 'spam_score_total': 0.044, 'not_spam': 0.0001, 'spam_score_ts': 0.1319}
